2.109361642075011090e-01,1.888834892463787107e-01,4.973264443097889786e-03,-2.781487813212281737e-02,6.815932059382862063e-02,-3.782596540809508162e-02,-2.714349497499987836e-03,2.795347458175233557e-01,-2.538330564619192820e-01,2.630641100606103677e-01,6.295637839920646683e-02
2.121804400348579478e-01,1.968958833948976639e-01,-9.229954717296336760e-04,-3.183899169859458200e-02,6.556666063260434274e-02,-4.441107542890213727e-02,-1.394684021327082489e-02,2.769613555195867827e-01,-2.444251348918475009e-01,2.665053714231147564e-01,6.028974854956480750e-02
2.112497316823468141e-01,1.979847712076354682e-01,-5.629607689357191136e-03,-3.250971934623300003e-02,6.228297018345874125e-02,-4.644917579480256631e-02,-1.809450823261037761e-02,2.801147840464744410e-01,-2.355457436760092782e-01,2.676512546984114449e-01,5.790560610474695252e-02
2.212784347652376749e-01,2.121954852029326599e-01,-2.483778996208915735e-02,-2.701371176442671912e-02,3.646574311675777891e-02,-5.508078560257734235e-02,1.224660042915448437e-02,2.764215589998442191e-01,-2.090074502720755401e-01,2.787292827253405880e-01,2.482996218964691679e-02
1.963944374740183296e-01,1.525746161686122593e-01,1.623833126980591887e-02,-2.786716673610949851e-03,8.382386220058149484e-02,-3.573615911958356872e-02,5.896040114110923797e-02,2.899232722014493668e-01,-2.812846266472145973e-01,2.261445472057707629e-01,6.613570223077500088e-02
1.957977903199113745e-01,1.533152217444931353e-01,2.208167038488750150e-02,-6.704238758887856586e-03,9.472458287094273621e-02,-3.316603844762250342e-02,4.461189119658520719e-02,2.887858361865717760e-01,-2.921982541346064277e-01,2.257150886261719835e-01,7.437233983541663429e-02
2.101360618994728147e-01,1.853170006931532665e-01,2.880763553404796541e-05,-2.328769404118906025e-02,5.945838123579878787e-02,-4.783228571238911514e-02,1.404930205816677657e-02,2.803175022920431081e-01,-2.445925228575807631e-01,2.616712157576777109e-01,5.814912315288497946e-02
2.100705091097783694e-01,1.904508363166775298e-01,1.523127176467336391e-05,-2.870912037976697251e-02,6.729180267838016927e-02,-4.970964589319731841e-02,-5.709602396152250146e-03,2.784885459909862693e-01,-2.452784309890766179e-01,2.636628208453121736e-01,5.991362214979543965e-02
2.209994917506025724e-01,1.792084365305854077e-01,2.118747796830953468e-03,-1.988606685711865121e-02,6.525423305636590676e-02,-3.775102197845050384e-02,3.684085787223135428e-02,2.796852742268838288e-01,-2.561760909525479524e-01,2.614470711782856394e-01,5.213807780119879276e-02
2.229489312077632124e-01,1.855473678072350197e-01,-2.331687165384236510e-03,-2.114538090611213506e-02,6.474210530596438695e-02,-3.928725268065585280e-02,2.591256979777472116e-02,2.806311446359022188e-01,-2.484048285305891224e-01,2.639683859249396525e-01,5.047567115781514263e-02
2.214264133638805254e-01,1.851886152848583600e-01,5.044575286746852752e-03,-2.667713688726196936e-02,7.583069441727947890e-02,-3.775699089904338557e-02,8.568025160662590817e-03,2.788713459899186953e-01,-2.616213425298511974e-01,2.628272141266323469e-01,5.879577509764993826e-02
2.094145415142849298e-01,1.698063338615043438e-01,1.970608011772007756e-02,-2.286501511065091446e-02,9.772020563605443577e-02,-3.156388512468545626e-02,5.037890155057530781e-03,2.857608251294617152e-01,-2.925128123741021491e-01,2.362299854280816569e-01,8.311437932073310886e-02
2.027753957372961935e-01,1.543065693939632832e-01,3.330796674730493456e-02,-1.175379670590924810e-02,1.048064727839896210e-01,-2.014505134366204736e-02,4.163579623817335873e-02,2.874227738546779598e-01,-3.137262320902967638e-01,2.239644794301804687e-01,8.889594127623848263e-02
