1.153236190436400799e-01,2.676932589772121340e-01,-2.723904784265048784e-01,-1.862596899038108100e-01,1.733046021298821626e-02,3.294482989547155571e-01
1.111740903082245185e-01,2.558801577723988641e-01,-2.759920483894793275e-01,-1.961148145385197550e-01,2.716709991890970191e-02,3.302760614931700700e-01
1.063800653967233029e-01,2.467328687563876133e-01,-2.756346886567974108e-01,-1.980704572829732335e-01,3.069569236668049164e-02,3.342293213893931525e-01
9.746355122253333447e-02,2.541059147871538859e-01,-2.515767668904724252e-01,-1.822458562309524355e-01,-2.122524511602077307e-02,3.371272029577201956e-01
9.999375541504787468e-02,2.554982445691484361e-01,-2.523904503492161444e-01,-1.824365154776199649e-01,-1.276960205329615711e-02,3.372516863411864629e-01
7.278776786352315897e-02,2.089940882277294687e-01,-2.858332816547307642e-01,-2.141314482494467153e-01,-7.223949565204378434e-03,3.405081079726367532e-01
7.507092812451454655e-02,2.117263330063623439e-01,-2.891758261097753802e-01,-2.186335695192271611e-01,7.766914531828093479e-03,3.399257227791669389e-01
8.105666206729220113e-02,2.180554673696593060e-01,-2.928657926562445168e-01,-2.238302195288137952e-01,2.906147637256507529e-02,3.375538082218956237e-01
1.230010597893591850e-01,3.084539271918253500e-01,-2.253131709553508055e-01,-1.584985785685513460e-01,-2.744748614487238503e-02,3.279400033203342391e-01
1.285128519812447356e-01,3.183833567749048132e-01,-2.244933579430773429e-01,-1.547512121327771217e-01,-2.505752896628527654e-02,3.259516107180868150e-01
1.103093290098907386e-01,2.544965644788140247e-01,-2.659648028282988186e-01,-1.880350735852497901e-01,3.866556940491404099e-03,3.345299413966517088e-01
1.106762883129938924e-01,2.571242909275111566e-01,-2.686979739676211842e-01,-1.927182247977269891e-01,2.028171869001696784e-02,3.329580674092112447e-01
1.216275288910655394e-01,2.884270469369771273e-01,-2.642193957808818827e-01,-1.859569075960584572e-01,1.729794210028547108e-02,3.306294310938691638e-01
1.371555813156528636e-01,3.165015500482549760e-01,-2.451175879000488667e-01,-1.675501936116751134e-01,8.085742426342129932e-03,3.268251762795117421e-01
1.465875820806122887e-01,3.430175341497002095e-01,-2.313591799394159321e-01,-1.492864048742341410e-01,-2.451660305975288806e-02,3.202306673355286293e-01
1.464783008309709089e-01,3.435820458885373019e-01,-2.311633772230812234e-01,-1.507961682446642970e-01,-1.904197453613779706e-02,3.200940440585737790e-01
1.519735055067707730e-01,3.508154350079824568e-01,-2.325528974000494187e-01,-1.534167709423699122e-01,-6.817422420281734827e-03,3.174712879972569346e-01
1.351905476511023607e-01,2.895531592927098608e-01,-3.509342157204151658e-01,-2.053371229329266634e-01,8.417597494049210149e-03,2.976201077868991796e-01
1.223562986127149504e-01,2.753588242809293374e-01,-3.445916412117970840e-01,-2.125884599339336323e-01,-6.787727644486511377e-03,2.982720275647501862e-01
1.224934870789178842e-01,2.740840459732110101e-01,-3.462000824047793968e-01,-2.150948834554214928e-01,1.335316268576934584e-03,2.985083259499355379e-01
1.597627205146998353e-01,3.469661262452778949e-01,-2.273197814055820110e-01,-1.555091571962612385e-01,-1.618962766489997389e-03,3.155607739577059867e-01
1.427405256952097024e-01,3.161489209059475947e-01,-2.421011684576644396e-01,-1.626133187394846746e-01,-1.155243212641517310e-02,3.223565844361593880e-01
1.416429676995803744e-01,3.150186825025718118e-01,-2.422056082615509365e-01,-1.636108433576189403e-01,-2.627071474449012983e-03,3.229637583461151817e-01
1.332240121599310156e-01,2.867045597660174971e-01,-3.474936143900781982e-01,-2.060323357846639836e-01,-1.215486378364562768e-02,2.957591447306840426e-01
1.331587160263866254e-01,2.828207364951820235e-01,-3.485318512662068380e-01,-2.081939571530192767e-01,-4.171079160274608101e-03,2.975054526069763061e-01
1.351598217032962679e-01,3.169760343889400644e-01,-2.396917556497314139e-01,-1.674201510661966485e-01,6.699355303542602665e-04,3.228694650417571754e-01
1.385239585110576155e-01,3.184376720938335570e-01,-2.455188109501660332e-01,-1.738319872155630053e-01,8.330244258418710579e-03,3.189441090618228003e-01
1.418705366125622702e-01,3.251458474122586040e-01,-2.417991610344348841e-01,-1.714585963666753199e-01,7.936596209997901635e-03,3.180086143425236989e-01
1.399622470881748404e-01,3.026856787725217268e-01,-3.361295980327560495e-01,-1.971210350025544844e-01,-1.492315218342847843e-03,2.944528066093594632e-01
1.417230353752385874e-01,3.034649774297381031e-01,-3.373129711667776087e-01,-1.984339007334822158e-01,3.801656189941982327e-03,2.941068721686375675e-01
1.426904633249560239e-01,3.024325564941858779e-01,-3.375716410308993720e-01,-2.000552412749316555e-01,1.138437458585928909e-02,2.932817825846650850e-01
1.162228694133288220e-01,2.547980835080764783e-01,-3.564071608866155039e-01,-2.162053464159536253e-01,8.850664714989799411e-03,3.046432017275382820e-01
1.205062049944684993e-01,2.568433864536540656e-01,-3.569477888220667916e-01,-2.185367816541764208e-01,2.105840126520438019e-02,3.044664674312542174e-01
1.377852168793820276e-01,2.928329718843495355e-01,-3.407611011635686138e-01,-2.044347805979133958e-01,1.147090530077889657e-02,2.953435066158071054e-01
1.383478034100312226e-01,2.963914537073447653e-01,-3.408725488155017191e-01,-2.037376209192362508e-01,1.053557117693586925e-02,2.943632351141749481e-01
8.769769632447402263e-02,2.121246432100173662e-01,-2.972863874947218044e-01,-2.295105171410651290e-01,4.122812244576595786e-02,3.353534294359510892e-01
9.159744189626982391e-02,2.142943595654624167e-01,-3.013627919340169936e-01,-2.354875531548099032e-01,4.644280100844790787e-02,3.314857931387012457e-01
9.494447044489795484e-02,2.148678296534000665e-01,-2.994404687897099793e-01,-2.382133849587001750e-01,4.622472497609003000e-02,3.302958273163952296e-01
8.335456256216958182e-02,2.148262800024108021e-01,-2.944728647536915545e-01,-2.251121558106458087e-01,4.571981699651451320e-02,3.367004697825229931e-01
